RepaymentID,LoanID,CustomerID,DueDateKey,DueDate,PaymentDateKey,PaymentDate,ScheduledAmountUSD,PaidAmountUSD,DaysPastDue,DelinquencyBucket,IsLatePayment,LatePenaltyUSD
REP-109106,LN-11143,CUST-0949,20261222,2026-12-22,20261222,2026-12-22,679.41,679.41,0,0 - Current,0,0.0
REP-109107,LN-11144,CUST-0542,20231029,2023-10-29,20231029,2023-10-29,1938.86,1938.86,0,0 - Current,0,0.0
REP-109108,LN-11144,CUST-0542,20231128,2023-11-28,20231128,2023-11-28,1938.86,1938.86,0,0 - Current,0,0.0
REP-109109,LN-11144,CUST-0542,20231229,2023-12-29,20231229,2023-12-29,1938.86,1938.86,0,0 - Current,0,0.0
REP-109110,LN-11144,CUST-0542,20240128,2024-01-28,20240128,2024-01-28,1938.86,1938.86,0,0 - Current,0,0.0
REP-109111,LN-11144,CUST-0542,20240228,2024-02-28,20240228,2024-02-28,1938.86,1938.86,0,0 - Current,0,0.0
REP-109112,LN-11144,CUST-0542,20240329,2024-03-29,20240329,2024-03-29,1938.86,1938.86,0,0 - Current,0,0.0
REP-109113,LN-11144,CUST-0542,20240429,2024-04-29,20240429,2024-04-29,1938.86,1938.86,0,0 - Current,0,0.0
REP-109114,LN-11144,CUST-0542,20240529,2024-05-29,20240529,2024-05-29,1938.86,1938.86,0,0 - Current,0,0.0
REP-109115,LN-11145,CUST-0946,20241219,2024-12-19,20241219,2024-12-19,1443.19,1443.19,0,0 - Current,0,0.0
REP-109116,LN-11145,CUST-0946,20250118,2025-01-18,20250118,2025-01-18,1443.19,1443.19,0,0 - Current,0,0.0
REP-109117,LN-11145,CUST-0946,20250218,2025-02-18,20250218,2025-02-18,1443.19,1443.19,0,0 - Current,0,0.0
REP-109118,LN-11145,CUST-0946,20250320,2025-03-20,20250320,2025-03-20,1443.19,1443.19,0,0 - Current,0,0.0
REP-109119,LN-11145,CUST-0946,20250420,2025-04-20,20250420,2025-04-20,1443.19,1443.19,0,0 - Current,0,0.0
REP-109120,LN-11145,CUST-0946,20250520,2025-05-20,20250520,2025-05-20,1443.19,1443.19,0,0 - Current,0,0.0
REP-109121,LN-11145,CUST-0946,20250620,2025-06-20,20250620,2025-06-20,1443.19,1443.19,0,0 - Current,0,0.0
REP-109122,LN-11145,CUST-0946,20250720,2025-07-20,20250720,2025-07-20,1443.19,1443.19,0,0 - Current,0,0.0
REP-109123,LN-11146,CUST-0366,20260112,2026-01-12,20260112,2026-01-12,1150.64,1150.64,0,0 - Current,0,0.0
REP-109124,LN-11146,CUST-0366,20260211,2026-02-11,20260211,2026-02-11,1150.64,1150.64,0,0 - Current,0,0.0
REP-109125,LN-11146,CUST-0366,20260314,2026-03-14,20260314,2026-03-14,1150.64,1150.64,0,0 - Current,0,0.0
REP-109126,LN-11146,CUST-0366,20260413,2026-04-13,20260413,2026-04-13,1150.64,1150.64,0,0 - Current,0,0.0
REP-109127,LN-11146,CUST-0366,20260514,2026-05-14,20260514,2026-05-14,1150.64,1150.64,0,0 - Current,0,0.0
REP-109128,LN-11146,CUST-0366,20260613,2026-06-13,20260613,2026-06-13,1150.64,1150.64,0,0 - Current,0,0.0
REP-109129,LN-11146,CUST-0366,20260714,2026-07-14,20260714,2026-07-14,1150.64,1150.64,0,0 - Current,0,0.0
REP-109130,LN-11146,CUST-0366,20260813,2026-08-13,20260813,2026-08-13,1150.64,1150.64,0,0 - Current,0,0.0
REP-109131,LN-11147,CUST-0789,20260429,2026-04-29,99991231,Unpaid,1178.89,0.0,93,90+ Days (Non-Performing),1,120.0
REP-109132,LN-11147,CUST-0789,20260529,2026-05-29,99991231,Unpaid,1178.89,0.0,113,90+ Days (Non-Performing),1,120.0
REP-109133,LN-11147,CUST-0789,20260629,2026-06-29,20260912,2026-09-12,1178.89,39.91,75,61-90 Days Past Due,1,75.0
REP-109134,LN-11147,CUST-0789,20260729,2026-07-29,20261014,2026-10-14,1178.89,526.98,77,61-90 Days Past Due,1,75.0
REP-109135,LN-11147,CUST-0789,20260829,2026-08-29,99991231,Unpaid,1178.89,0.0,105,90+ Days (Non-Performing),1,120.0
REP-109136,LN-11147,CUST-0789,20260928,2026-09-28,20261218,2026-12-18,1178.89,562.19,81,61-90 Days Past Due,1,75.0
REP-109137,LN-11147,CUST-0789,20261029,2026-10-29,99991231,Unpaid,1178.89,0.0,109,90+ Days (Non-Performing),1,120.0
REP-109138,LN-11147,CUST-0789,20261128,2026-11-28,99991231,Unpaid,1178.89,0.0,98,90+ Days (Non-Performing),1,120.0
REP-109139,LN-11148,CUST-0395,20250324,2025-03-24,20250509,2025-05-09,385.28,240.54,46,31-60 Days Past Due,1,50.0
REP-109140,LN-11148,CUST-0395,20250423,2025-04-23,20250524,2025-05-24,385.28,261.24,31,31-60 Days Past Due,1,50.0
REP-109141,LN-11148,CUST-0395,20250524,2025-05-24,20250624,2025-06-24,385.28,300.58,31,31-60 Days Past Due,1,50.0
REP-109142,LN-11148,CUST-0395,20250623,2025-06-23,20250810,2025-08-10,385.28,230.12,48,31-60 Days Past Due,1,50.0
REP-109143,LN-11148,CUST-0395,20250724,2025-07-24,20250910,2025-09-10,385.28,279.94,48,31-60 Days Past Due,1,50.0
REP-109144,LN-11148,CUST-0395,20250823,2025-08-23,20250923,2025-09-23,385.28,320.8,31,31-60 Days Past Due,1,50.0
REP-109145,LN-11148,CUST-0395,20250923,2025-09-23,20251111,2025-11-11,385.28,383.0,49,31-60 Days Past Due,1,50.0
REP-109146,LN-11148,CUST-0395,20251023,2025-10-23,20251124,2025-11-24,385.28,284.4,32,31-60 Days Past Due,1,50.0
REP-109147,LN-11149,CUST-0215,20250913,2025-09-13,20250913,2025-09-13,1073.96,1073.96,0,0 - Current,0,0.0
REP-109148,LN-11149,CUST-0215,20251013,2025-10-13,20251013,2025-10-13,1073.96,1073.96,0,0 - Current,0,0.0
REP-109149,LN-11149,CUST-0215,20251113,2025-11-13,20251113,2025-11-13,1073.96,1073.96,0,0 - Current,0,0.0
REP-109150,LN-11149,CUST-0215,20251213,2025-12-13,20251213,2025-12-13,1073.96,1073.96,0,0 - Current,0,0.0
REP-109151,LN-11149,CUST-0215,20260113,2026-01-13,20260113,2026-01-13,1073.96,1073.96,0,0 - Current,0,0.0
REP-109152,LN-11149,CUST-0215,20260212,2026-02-12,20260212,2026-02-12,1073.96,1073.96,0,0 - Current,0,0.0
REP-109153,LN-11149,CUST-0215,20260315,2026-03-15,20260330,2026-03-30,1073.96,1073.96,15,1-30 Days Past Due,1,25.0
REP-109154,LN-11149,CUST-0215,20260414,2026-04-14,20260414,2026-04-14,1073.96,1073.96,0,0 - Current,0,0.0
REP-109155,LN-11150,CUST-0917,20230326,2023-03-26,99991231,Unpaid,1057.63,0.0,95,90+ Days (Non-Performing),1,120.0
REP-109156,LN-11150,CUST-0917,20230425,2023-04-25,20230708,2023-07-08,1057.63,91.39,74,61-90 Days Past Due,1,75.0
REP-109157,LN-11150,CUST-0917,20230526,2023-05-26,99991231,Unpaid,1057.63,0.0,100,90+ Days (Non-Performing),1,120.0
REP-109158,LN-11150,CUST-0917,20230625,2023-06-25,99991231,Unpaid,1057.63,0.0,106,90+ Days (Non-Performing),1,120.0
REP-109159,LN-11150,CUST-0917,20230726,2023-07-26,99991231,Unpaid,1057.63,0.0,105,90+ Days (Non-Performing),1,120.0
REP-109160,LN-11150,CUST-0917,20230825,2023-08-25,99991231,Unpaid,1057.63,0.0,95,90+ Days (Non-Performing),1,120.0
REP-109161,LN-11150,CUST-0917,20230925,2023-09-25,20231204,2023-12-04,1057.63,460.82,70,61-90 Days Past Due,1,75.0
REP-109162,LN-11150,CUST-0917,20231025,2023-10-25,99991231,Unpaid,1057.63,0.0,113,90+ Days (Non-Performing),1,120.0
REP-109163,LN-11151,CUST-0125,20260511,2026-05-11,20260511,2026-05-11,669.51,669.51,0,0 - Current,0,0.0
REP-109164,LN-11151,CUST-0125,20260610,2026-06-10,20260610,2026-06-10,669.51,669.51,0,0 - Current,0,0.0
REP-109165,LN-11151,CUST-0125,20260711,2026-07-11,20260711,2026-07-11,669.51,669.51,0,0 - Current,0,0.0
REP-109166,LN-11151,CUST-0125,20260810,2026-08-10,20260810,2026-08-10,669.51,669.51,0,0 - Current,0,0.0
REP-109167,LN-11151,CUST-0125,20260910,2026-09-10,20260910,2026-09-10,669.51,669.51,0,0 - Current,0,0.0
REP-109168,LN-11151,CUST-0125,20261010,2026-10-10,20261010,2026-10-10,669.51,669.51,0,0 - Current,0,0.0
REP-109169,LN-11151,CUST-0125,20261110,2026-11-10,20261110,2026-11-10,669.51,669.51,0,0 - Current,0,0.0
REP-109170,LN-11151,CUST-0125,20261210,2026-12-10,20261210,2026-12-10,669.51,669.51,0,0 - Current,0,0.0
REP-109171,LN-11152,CUST-0370,20230401,2023-04-01,20230401,2023-04-01,2964.89,2964.89,0,0 - Current,0,0.0
REP-109172,LN-11152,CUST-0370,20230501,2023-05-01,20230501,2023-05-01,2964.89,2964.89,0,0 - Current,0,0.0
REP-109173,LN-11152,CUST-0370,20230601,2023-06-01,20230601,2023-06-01,2964.89,2964.89,0,0 - Current,0,0.0
REP-109174,LN-11152,CUST-0370,20230701,2023-07-01,20230701,2023-07-01,2964.89,2964.89,0,0 - Current,0,0.0
REP-109175,LN-11152,CUST-0370,20230801,2023-08-01,20230801,2023-08-01,2964.89,2964.89,0,0 - Current,0,0.0
REP-109176,LN-11152,CUST-0370,20230831,2023-08-31,20230831,2023-08-31,2964.89,2964.89,0,0 - Current,0,0.0
REP-109177,LN-11152,CUST-0370,20231001,2023-10-01,20231001,2023-10-01,2964.89,2964.89,0,0 - Current,0,0.0
REP-109178,LN-11152,CUST-0370,20231031,2023-10-31,20231031,2023-10-31,2964.89,2964.89,0,0 - Current,0,0.0
REP-109179,LN-11153,CUST-0641,20250615,2025-06-15,20250615,2025-06-15,715.12,715.12,0,0 - Current,0,0.0
REP-109180,LN-11153,CUST-0641,20250715,2025-07-15,20250715,2025-07-15,715.12,715.12,0,0 - Current,0,0.0
REP-109181,LN-11153,CUST-0641,20250815,2025-08-15,20250815,2025-08-15,715.12,715.12,0,0 - Current,0,0.0
REP-109182,LN-11153,CUST-0641,20250914,2025-09-14,20250914,2025-09-14,715.12,715.12,0,0 - Current,0,0.0
REP-109183,LN-11153,CUST-0641,20251015,2025-10-15,20251015,2025-10-15,715.12,715.12,0,0 - Current,0,0.0
REP-109184,LN-11153,CUST-0641,20251114,2025-11-14,20251114,2025-11-14,715.12,715.12,0,0 - Current,0,0.0
REP-109185,LN-11153,CUST-0641,20251215,2025-12-15,20251215,2025-12-15,715.12,715.12,0,0 - Current,0,0.0
REP-109186,LN-11153,CUST-0641,20260114,2026-01-14,20260114,2026-01-14,715.12,715.12,0,0 - Current,0,0.0
REP-109187,LN-11154,CUST-0423,20240918,2024-09-18,20241022,2024-10-22,224.54,172.92,34,31-60 Days Past Due,1,50.0
REP-109188,LN-11154,CUST-0423,20241018,2024-10-18,20241121,2024-11-21,224.54,144.61,34,31-60 Days Past Due,1,50.0
REP-109189,LN-11154,CUST-0423,20241118,2024-11-18,20250110,2025-01-10,224.54,127.35,53,31-60 Days Past Due,1,50.0
REP-109190,LN-11154,CUST-0423,20241218,2024-12-18,20250127,2025-01-27,224.54,201.33,40,31-60 Days Past Due,1,50.0
REP-109191,LN-11154,CUST-0423,20250118,2025-01-18,20250319,2025-03-19,224.54,137.64,60,31-60 Days Past Due,1,50.0
REP-109192,LN-11154,CUST-0423,20250217,2025-02-17,20250406,2025-04-06,224.54,142.63,48,31-60 Days Past Due,1,50.0
REP-109193,LN-11154,CUST-0423,20250320,2025-03-20,20250511,2025-05-11,224.54,148.64,52,31-60 Days Past Due,1,50.0
REP-109194,LN-11154,CUST-0423,20250419,2025-04-19,20250521,2025-05-21,224.54,188.84,32,31-60 Days Past Due,1,50.0
REP-109195,LN-11155,CUST-0706,20250501,2025-05-01,20250501,2025-05-01,212.57,212.57,0,0 - Current,0,0.0
REP-109196,LN-11155,CUST-0706,20250531,2025-05-31,20250531,2025-05-31,212.57,212.57,0,0 - Current,0,0.0
REP-109197,LN-11155,CUST-0706,20250701,2025-07-01,20250701,2025-07-01,212.57,212.57,0,0 - Current,0,0.0
REP-109198,LN-11155,CUST-0706,20250731,2025-07-31,20250731,2025-07-31,212.57,212.57,0,0 - Current,0,0.0
REP-109199,LN-11155,CUST-0706,20250831,2025-08-31,20250831,2025-08-31,212.57,212.57,0,0 - Current,0,0.0
REP-109200,LN-11155,CUST-0706,20250930,2025-09-30,20250930,2025-09-30,212.57,212.57,0,0 - Current,0,0.0
REP-109201,LN-11155,CUST-0706,20251031,2025-10-31,20251031,2025-10-31,212.57,212.57,0,0 - Current,0,0.0
REP-109202,LN-11155,CUST-0706,20251130,2025-11-30,20251130,2025-11-30,212.57,212.57,0,0 - Current,0,0.0
REP-109203,LN-11156,CUST-0916,20260322,2026-03-22,20260503,2026-05-03,2300.64,1763.32,42,31-60 Days Past Due,1,50.0
REP-109204,LN-11156,CUST-0916,20260421,2026-04-21,20260605,2026-06-05,2300.64,1461.75,45,31-60 Days Past Due,1,50.0
REP-109205,LN-11156,CUST-0916,20260522,2026-05-22,20260624,2026-06-24,2300.64,2252.02,33,31-60 Days Past Due,1,50.0
REP-109206,LN-11156,CUST-0916,20260621,2026-06-21,20260724,2026-07-24,2300.64,1213.13,33,31-60 Days Past Due,1,50.0
REP-109207,LN-11156,CUST-0916,20260722,2026-07-22,20260911,2026-09-11,2300.64,2083.28,51,31-60 Days Past Due,1,50.0
REP-109208,LN-11156,CUST-0916,20260821,2026-08-21,20261004,2026-10-04,2300.64,1676.86,44,31-60 Days Past Due,1,50.0
REP-109209,LN-11156,CUST-0916,20260921,2026-09-21,20261026,2026-10-26,2300.64,2275.72,35,31-60 Days Past Due,1,50.0
REP-109210,LN-11156,CUST-0916,20261021,2026-10-21,20261130,2026-11-30,2300.64,2242.68,40,31-60 Days Past Due,1,50.0
REP-109211,LN-11157,CUST-0517,20240528,2024-05-28,20240528,2024-05-28,4266.82,4266.82,0,0 - Current,0,0.0
REP-109212,LN-11157,CUST-0517,20240627,2024-06-27,20240627,2024-06-27,4266.82,4266.82,0,0 - Current,0,0.0
REP-109213,LN-11157,CUST-0517,20240728,2024-07-28,20240728,2024-07-28,4266.82,4266.82,0,0 - Current,0,0.0
REP-109214,LN-11157,CUST-0517,20240827,2024-08-27,20240827,2024-08-27,4266.82,4266.82,0,0 - Current,0,0.0
REP-109215,LN-11157,CUST-0517,20240927,2024-09-27,20240927,2024-09-27,4266.82,4266.82,0,0 - Current,0,0.0
REP-109216,LN-11157,CUST-0517,20241027,2024-10-27,20241027,2024-10-27,4266.82,4266.82,0,0 - Current,0,0.0
REP-109217,LN-11157,CUST-0517,20241127,2024-11-27,20241202,2024-12-02,4266.82,4266.82,5,1-30 Days Past Due,1,25.0
REP-109218,LN-11157,CUST-0517,20241227,2024-12-27,20241227,2024-12-27,4266.82,4266.82,0,0 - Current,0,0.0
REP-109219,LN-11158,CUST-0015,20250720,2025-07-20,20250720,2025-07-20,1119.2,1119.2,0,0 - Current,0,0.0
REP-109220,LN-11158,CUST-0015,20250819,2025-08-19,20250819,2025-08-19,1119.2,1119.2,0,0 - Current,0,0.0
REP-109221,LN-11158,CUST-0015,20250919,2025-09-19,20250919,2025-09-19,1119.2,1119.2,0,0 - Current,0,0.0
REP-109222,LN-11158,CUST-0015,20251019,2025-10-19,20251019,2025-10-19,1119.2,1119.2,0,0 - Current,0,0.0
REP-109223,LN-11158,CUST-0015,20251119,2025-11-19,20251122,2025-11-22,1119.2,1119.2,3,1-30 Days Past Due,1,25.0
REP-109224,LN-11158,CUST-0015,20251219,2025-12-19,20251219,2025-12-19,1119.2,1119.2,0,0 - Current,0,0.0
REP-109225,LN-11158,CUST-0015,20260119,2026-01-19,20260119,2026-01-19,1119.2,1119.2,0,0 - Current,0,0.0
REP-109226,LN-11158,CUST-0015,20260218,2026-02-18,20260218,2026-02-18,1119.2,1119.2,0,0 - Current,0,0.0
REP-109227,LN-11159,CUST-0793,20231222,2023-12-22,20231222,2023-12-22,1106.77,1106.77,0,0 - Current,0,0.0
REP-109228,LN-11159,CUST-0793,20240121,2024-01-21,20240124,2024-01-24,1106.77,1106.77,3,1-30 Days Past Due,1,25.0
REP-109229,LN-11159,CUST-0793,20240221,2024-02-21,20240221,2024-02-21,1106.77,1106.77,0,0 - Current,0,0.0
REP-109230,LN-11159,CUST-0793,20240322,2024-03-22,20240322,2024-03-22,1106.77,1106.77,0,0 - Current,0,0.0
REP-109231,LN-11159,CUST-0793,20240422,2024-04-22,20240422,2024-04-22,1106.77,1106.77,0,0 - Current,0,0.0
REP-109232,LN-11159,CUST-0793,20240522,2024-05-22,20240522,2024-05-22,1106.77,1106.77,0,0 - Current,0,0.0
REP-109233,LN-11159,CUST-0793,20240622,2024-06-22,20240622,2024-06-22,1106.77,1106.77,0,0 - Current,0,0.0
REP-109234,LN-11159,CUST-0793,20240722,2024-07-22,20240722,2024-07-22,1106.77,1106.77,0,0 - Current,0,0.0
REP-109235,LN-11160,CUST-0240,20241016,2024-10-16,20241016,2024-10-16,992.46,992.46,0,0 - Current,0,0.0
REP-109236,LN-11160,CUST-0240,20241115,2024-11-15,20241115,2024-11-15,992.46,992.46,0,0 - Current,0,0.0
REP-109237,LN-11160,CUST-0240,20241216,2024-12-16,20241216,2024-12-16,992.46,992.46,0,0 - Current,0,0.0
REP-109238,LN-11160,CUST-0240,20250115,2025-01-15,20250115,2025-01-15,992.46,992.46,0,0 - Current,0,0.0
REP-109239,LN-11160,CUST-0240,20250215,2025-02-15,20250215,2025-02-15,992.46,992.46,0,0 - Current,0,0.0
REP-109240,LN-11160,CUST-0240,20250317,2025-03-17,20250317,2025-03-17,992.46,992.46,0,0 - Current,0,0.0
REP-109241,LN-11160,CUST-0240,20250417,2025-04-17,20250417,2025-04-17,992.46,992.46,0,0 - Current,0,0.0
REP-109242,LN-11160,CUST-0240,20250517,2025-05-17,20250517,2025-05-17,992.46,992.46,0,0 - Current,0,0.0
REP-109243,LN-11161,CUST-0075,20250510,2025-05-10,20250510,2025-05-10,820.13,820.13,0,0 - Current,0,0.0
REP-109244,LN-11161,CUST-0075,20250609,2025-06-09,20250609,2025-06-09,820.13,820.13,0,0 - Current,0,0.0
REP-109245,LN-11161,CUST-0075,20250710,2025-07-10,20250710,2025-07-10,820.13,820.13,0,0 - Current,0,0.0
REP-109246,LN-11161,CUST-0075,20250809,2025-08-09,20250809,2025-08-09,820.13,820.13,0,0 - Current,0,0.0
REP-109247,LN-11161,CUST-0075,20250909,2025-09-09,20250909,2025-09-09,820.13,820.13,0,0 - Current,0,0.0
REP-109248,LN-11161,CUST-0075,20251009,2025-10-09,20251009,2025-10-09,820.13,820.13,0,0 - Current,0,0.0
REP-109249,LN-11161,CUST-0075,20251109,2025-11-09,20251109,2025-11-09,820.13,820.13,0,0 - Current,0,0.0
REP-109250,LN-11161,CUST-0075,20251209,2025-12-09,20251209,2025-12-09,820.13,820.13,0,0 - Current,0,0.0
REP-109251,LN-11162,CUST-0962,20230822,2023-08-22,99991231,Unpaid,7574.72,0.0,115,90+ Days (Non-Performing),1,120.0
REP-109252,LN-11162,CUST-0962,20230921,2023-09-21,20231212,2023-12-12,7574.72,2777.1,82,61-90 Days Past Due,1,75.0
REP-109253,LN-11162,CUST-0962,20231022,2023-10-22,20231231,2023-12-31,7574.72,2763.15,70,61-90 Days Past Due,1,75.0
REP-109254,LN-11162,CUST-0962,20231121,2023-11-21,99991231,Unpaid,7574.72,0.0,107,90+ Days (Non-Performing),1,120.0
REP-109255,LN-11162,CUST-0962,20231222,2023-12-22,99991231,Unpaid,7574.72,0.0,96,90+ Days (Non-Performing),1,120.0
REP-109256,LN-11162,CUST-0962,20240121,2024-01-21,20240414,2024-04-14,7574.72,3377.33,84,61-90 Days Past Due,1,75.0
REP-109257,LN-11162,CUST-0962,20240221,2024-02-21,20240514,2024-05-14,7574.72,746.02,83,61-90 Days Past Due,1,75.0
REP-109258,LN-11162,CUST-0962,20240322,2024-03-22,99991231,Unpaid,7574.72,0.0,100,90+ Days (Non-Performing),1,120.0
REP-109259,LN-11163,CUST-0449,20250322,2025-03-22,20250322,2025-03-22,4010.16,4010.16,0,0 - Current,0,0.0
REP-109260,LN-11163,CUST-0449,20250421,2025-04-21,20250421,2025-04-21,4010.16,4010.16,0,0 - Current,0,0.0
REP-109261,LN-11163,CUST-0449,20250522,2025-05-22,20250522,2025-05-22,4010.16,4010.16,0,0 - Current,0,0.0
REP-109262,LN-11163,CUST-0449,20250621,2025-06-21,20250621,2025-06-21,4010.16,4010.16,0,0 - Current,0,0.0
REP-109263,LN-11163,CUST-0449,20250722,2025-07-22,20250722,2025-07-22,4010.16,4010.16,0,0 - Current,0,0.0
REP-109264,LN-11163,CUST-0449,20250821,2025-08-21,20250821,2025-08-21,4010.16,4010.16,0,0 - Current,0,0.0
REP-109265,LN-11163,CUST-0449,20250921,2025-09-21,20250921,2025-09-21,4010.16,4010.16,0,0 - Current,0,0.0
REP-109266,LN-11163,CUST-0449,20251021,2025-10-21,20251021,2025-10-21,4010.16,4010.16,0,0 - Current,0,0.0
REP-109267,LN-11164,CUST-0512,20230617,2023-06-17,20230617,2023-06-17,228.03,228.03,0,0 - Current,0,0.0
REP-109268,LN-11164,CUST-0512,20230717,2023-07-17,20230717,2023-07-17,228.03,228.03,0,0 - Current,0,0.0
REP-109269,LN-11164,CUST-0512,20230817,2023-08-17,20230817,2023-08-17,228.03,228.03,0,0 - Current,0,0.0
REP-109270,LN-11164,CUST-0512,20230916,2023-09-16,20230916,2023-09-16,228.03,228.03,0,0 - Current,0,0.0
REP-109271,LN-11164,CUST-0512,20231017,2023-10-17,20231017,2023-10-17,228.03,228.03,0,0 - Current,0,0.0
REP-109272,LN-11164,CUST-0512,20231116,2023-11-16,20231116,2023-11-16,228.03,228.03,0,0 - Current,0,0.0
REP-109273,LN-11164,CUST-0512,20231217,2023-12-17,20231217,2023-12-17,228.03,228.03,0,0 - Current,0,0.0
REP-109274,LN-11164,CUST-0512,20240116,2024-01-16,20240116,2024-01-16,228.03,228.03,0,0 - Current,0,0.0
REP-109275,LN-11165,CUST-0891,20260108,2026-01-08,20260108,2026-01-08,466.4,466.4,0,0 - Current,0,0.0
REP-109276,LN-11165,CUST-0891,20260207,2026-02-07,20260207,2026-02-07,466.4,466.4,0,0 - Current,0,0.0
REP-109277,LN-11165,CUST-0891,20260310,2026-03-10,20260310,2026-03-10,466.4,466.4,0,0 - Current,0,0.0
REP-109278,LN-11165,CUST-0891,20260409,2026-04-09,20260409,2026-04-09,466.4,466.4,0,0 - Current,0,0.0
REP-109279,LN-11165,CUST-0891,20260510,2026-05-10,20260510,2026-05-10,466.4,466.4,0,0 - Current,0,0.0
REP-109280,LN-11165,CUST-0891,20260609,2026-06-09,20260609,2026-06-09,466.4,466.4,0,0 - Current,0,0.0
REP-109281,LN-11165,CUST-0891,20260710,2026-07-10,20260710,2026-07-10,466.4,466.4,0,0 - Current,0,0.0
REP-109282,LN-11165,CUST-0891,20260809,2026-08-09,20260809,2026-08-09,466.4,466.4,0,0 - Current,0,0.0
REP-109283,LN-11166,CUST-0073,20240728,2024-07-28,20240728,2024-07-28,1259.86,1259.86,0,0 - Current,0,0.0
REP-109284,LN-11166,CUST-0073,20240827,2024-08-27,20240827,2024-08-27,1259.86,1259.86,0,0 - Current,0,0.0
REP-109285,LN-11166,CUST-0073,20240927,2024-09-27,20240927,2024-09-27,1259.86,1259.86,0,0 - Current,0,0.0
REP-109286,LN-11166,CUST-0073,20241027,2024-10-27,20241027,2024-10-27,1259.86,1259.86,0,0 - Current,0,0.0
REP-109287,LN-11166,CUST-0073,20241127,2024-11-27,20241127,2024-11-27,1259.86,1259.86,0,0 - Current,0,0.0
REP-109288,LN-11166,CUST-0073,20241227,2024-12-27,20241227,2024-12-27,1259.86,1259.86,0,0 - Current,0,0.0
REP-109289,LN-11166,CUST-0073,20250127,2025-01-27,20250127,2025-01-27,1259.86,1259.86,0,0 - Current,0,0.0
REP-109290,LN-11166,CUST-0073,20250226,2025-02-26,20250226,2025-02-26,1259.86,1259.86,0,0 - Current,0,0.0
REP-109291,LN-11167,CUST-0943,20250809,2025-08-09,20250817,2025-08-17,3551.54,3551.54,8,1-30 Days Past Due,1,25.0
REP-109292,LN-11167,CUST-0943,20250908,2025-09-08,20250908,2025-09-08,3551.54,3551.54,0,0 - Current,0,0.0
REP-109293,LN-11167,CUST-0943,20251009,2025-10-09,20251009,2025-10-09,3551.54,3551.54,0,0 - Current,0,0.0
REP-109294,LN-11167,CUST-0943,20251108,2025-11-08,20251108,2025-11-08,3551.54,3551.54,0,0 - Current,0,0.0
REP-109295,LN-11167,CUST-0943,20251209,2025-12-09,20251209,2025-12-09,3551.54,3551.54,0,0 - Current,0,0.0
REP-109296,LN-11167,CUST-0943,20260108,2026-01-08,20260108,2026-01-08,3551.54,3551.54,0,0 - Current,0,0.0
REP-109297,LN-11167,CUST-0943,20260208,2026-02-08,20260208,2026-02-08,3551.54,3551.54,0,0 - Current,0,0.0
REP-109298,LN-11167,CUST-0943,20260310,2026-03-10,20260310,2026-03-10,3551.54,3551.54,0,0 - Current,0,0.0
REP-109299,LN-11168,CUST-0073,20250213,2025-02-13,20250213,2025-02-13,7613.91,7613.91,0,0 - Current,0,0.0
REP-109300,LN-11168,CUST-0073,20250315,2025-03-15,20250315,2025-03-15,7613.91,7613.91,0,0 - Current,0,0.0
REP-109301,LN-11168,CUST-0073,20250415,2025-04-15,20250415,2025-04-15,7613.91,7613.91,0,0 - Current,0,0.0
REP-109302,LN-11168,CUST-0073,20250515,2025-05-15,20250515,2025-05-15,7613.91,7613.91,0,0 - Current,0,0.0
REP-109303,LN-11168,CUST-0073,20250615,2025-06-15,20250615,2025-06-15,7613.91,7613.91,0,0 - Current,0,0.0
REP-109304,LN-11168,CUST-0073,20250715,2025-07-15,20250715,2025-07-15,7613.91,7613.91,0,0 - Current,0,0.0
REP-109305,LN-11168,CUST-0073,20250815,2025-08-15,20250815,2025-08-15,7613.91,7613.91,0,0 - Current,0,0.0
REP-109306,LN-11168,CUST-0073,20250914,2025-09-14,20250914,2025-09-14,7613.91,7613.91,0,0 - Current,0,0.0
REP-109307,LN-11169,CUST-0479,20240520,2024-05-20,99991231,Unpaid,2109.87,0.0,91,90+ Days (Non-Performing),1,120.0
REP-109308,LN-11169,CUST-0479,20240619,2024-06-19,99991231,Unpaid,2109.87,0.0,120,90+ Days (Non-Performing),1,120.0
REP-109309,LN-11169,CUST-0479,20240720,2024-07-20,99991231,Unpaid,2109.87,0.0,92,90+ Days (Non-Performing),1,120.0
REP-109310,LN-11169,CUST-0479,20240819,2024-08-19,20241104,2024-11-04,2109.87,616.25,77,61-90 Days Past Due,1,75.0
REP-109311,LN-11169,CUST-0479,20240919,2024-09-19,20241208,2024-12-08,2109.87,171.14,80,61-90 Days Past Due,1,75.0
REP-109312,LN-11169,CUST-0479,20241019,2024-10-19,99991231,Unpaid,2109.87,0.0,120,90+ Days (Non-Performing),1,120.0
REP-109313,LN-11169,CUST-0479,20241119,2024-11-19,20250128,2025-01-28,2109.87,271.06,70,61-90 Days Past Due,1,75.0
REP-109314,LN-11169,CUST-0479,20241219,2024-12-19,20250225,2025-02-25,2109.87,204.64,68,61-90 Days Past Due,1,75.0
REP-109315,LN-11170,CUST-0558,20240223,2024-02-23,20240223,2024-02-23,1537.57,1537.57,0,0 - Current,0,0.0
REP-109316,LN-11170,CUST-0558,20240324,2024-03-24,20240324,2024-03-24,1537.57,1537.57,0,0 - Current,0,0.0
