LoanID,CustomerID,ProductID,BranchID,DisbursalDateKey,DisbursalDate,MaturityDate,LoanAmountUSD,InterestRate,TenureMonths,MonthlyEMI_USD,LoanPurpose,CollateralValueUSD,ApprovalRiskRating,LoanStatus,IsNonPerformingAsset,WriteOffAmountUSD
LN-11038,CUST-0404,PRD-SME,BR-107,20230318,2023-03-18,2027-03-18,137400.0,0.09,48,3419.2,Inventory Stocking Q4,213869.01,AAA - Low Risk,Current / Performing,0,0.0
LN-11039,CUST-0447,PRD-MORT,BR-107,20250916,2025-09-16,2055-09-16,271600.0,0.0675,360,1761.59,Investment Property Buy,352415.68,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-11040,CUST-0883,PRD-EQUIP,BR-108,20250130,2025-01-30,2030-01-30,134400.0,0.084,60,2750.95,Warehouse Forklift Fleet,186499.79,AAA - Low Risk,Current / Performing,0,0.0
LN-11041,CUST-0062,PRD-SME,BR-110,20230624,2023-06-24,2030-06-23,322100.0,0.12,84,5685.95,Working Capital Expansion,506871.97,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11042,CUST-0990,PRD-AUTO,BR-104,20240523,2024-05-23,2030-05-23,35600.0,0.103,72,664.92,Fleet Commercial Van,48083.23,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11043,CUST-0989,PRD-SME,BR-106,20251216,2025-12-16,2029-12-16,354500.0,0.09,48,8821.75,Technology & IT Modernization,478084.14,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11044,CUST-0636,PRD-AUTO,BR-108,20250908,2025-09-08,2028-09-07,40700.0,0.103,36,1319.01,Fleet Commercial Van,46986.15,CCC - Elevated Risk,Charged Off / Written Off,1,26427.99
LN-11045,CUST-0532,PRD-PERS,BR-102,20251026,2025-10-26,2029-10-26,33300.0,0.17,48,960.87,Emergency Medical Exp,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-11046,CUST-0159,PRD-SME,BR-110,20230421,2023-04-21,2025-04-20,347300.0,0.1,24,16026.13,Inventory Stocking Q4,431702.65,CCC - Elevated Risk,Fully Paid,0,0.0
LN-11047,CUST-0362,PRD-PERS,BR-106,20230107,2023-01-07,2027-01-07,3900.0,0.13,48,104.63,Debt Consolidation,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-11048,CUST-0944,PRD-PERS,BR-103,20230109,2023-01-09,2024-01-09,12400.0,0.13,12,1107.53,Home Renovation,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-11049,CUST-0932,PRD-MORT,BR-104,20241210,2024-12-10,2044-12-10,544900.0,0.0675,240,4143.22,Investment Property Buy,736557.33,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11050,CUST-0384,PRD-MORT,BR-110,20260102,2026-01-02,2046-01-02,515900.0,0.1075,240,5237.57,Investment Property Buy,636882.29,DDD - High Default Probability,Current / Performing,0,0.0
LN-11051,CUST-0742,PRD-MORT,BR-103,20241120,2024-11-20,2044-11-20,584600.0,0.0675,240,4445.09,Primary Residence Purchase,686400.45,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11052,CUST-0289,PRD-EDU,BR-105,20230824,2023-08-24,2030-08-23,61600.0,0.064,84,911.75,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11053,CUST-0216,PRD-PERS,BR-111,20241112,2024-11-12,2028-11-12,19300.0,0.13,48,517.77,Debt Consolidation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11054,CUST-0121,PRD-AUTO,BR-108,20240320,2024-03-20,2030-03-20,37400.0,0.123,72,737.03,Certified Pre-Owned Luxury Car,55408.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-11055,CUST-0918,PRD-PERS,BR-104,20230805,2023-08-05,2027-08-05,16600.0,0.13,48,445.34,Home Renovation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11056,CUST-0385,PRD-PERS,BR-110,20230911,2023-09-11,2026-09-10,32200.0,0.15,36,1116.22,Home Renovation,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-11057,CUST-0058,PRD-PERS,BR-110,20240802,2024-08-02,2028-08-02,13800.0,0.15,48,384.06,Home Renovation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11058,CUST-0717,PRD-SME,BR-102,20250429,2025-04-29,2032-04-28,71600.0,0.09,84,1151.98,Technology & IT Modernization,106782.98,AAA - Low Risk,Current / Performing,0,0.0
LN-11059,CUST-0736,PRD-EDU,BR-103,20250724,2025-07-24,2029-07-24,25600.0,0.074,48,617.79,Medical Residency Program,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11060,CUST-0381,PRD-EDU,BR-105,20240208,2024-02-08,2028-02-08,16500.0,0.114,48,429.66,MBA Program Tuition,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-11061,CUST-0682,PRD-EQUIP,BR-102,20240428,2024-04-28,2029-04-28,111900.0,0.084,60,2290.41,Warehouse Forklift Fleet,154807.16,AAA - Low Risk,Delinquent (61-90 DPD),1,0.0
LN-11062,CUST-0864,PRD-AUTO,BR-101,20230117,2023-01-17,2029-01-16,26600.0,0.083,72,470.29,Fleet Commercial Van,38961.33,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11063,CUST-0507,PRD-EDU,BR-106,20250608,2025-06-08,2035-06-08,26800.0,0.074,120,316.72,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11064,CUST-0625,PRD-AUTO,BR-108,20260311,2026-03-11,2032-03-10,27500.0,0.083,72,486.2,Certified Pre-Owned Luxury Car,35712.23,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11065,CUST-0398,PRD-SME,BR-108,20250506,2025-05-06,2032-05-05,75600.0,0.12,84,1334.55,Working Capital Expansion,109437.02,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11066,CUST-0498,PRD-EQUIP,BR-111,20260216,2026-02-16,2031-02-16,33300.0,0.084,60,681.6,Warehouse Forklift Fleet,48417.22,CCC - Elevated Risk,Under Restructuring,1,0.0
LN-11067,CUST-0334,PRD-EQUIP,BR-104,20250709,2025-07-09,2030-07-09,126000.0,0.094,60,2640.08,Medical Imaging Scanner,196840.34,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11068,CUST-0964,PRD-EDU,BR-101,20240624,2024-06-24,2028-06-24,77800.0,0.064,48,1841.44,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11069,CUST-0103,PRD-PERS,BR-107,20231009,2023-10-09,2024-10-08,11000.0,0.13,12,982.49,Debt Consolidation,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-11070,CUST-0641,PRD-PERS,BR-107,20240120,2024-01-20,2027-01-19,29700.0,0.15,36,1029.56,Wedding & Family,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11071,CUST-0631,PRD-MORT,BR-112,20251002,2025-10-02,2045-10-02,224800.0,0.0875,240,1986.58,Primary Residence Purchase,271358.18,CCC - Elevated Risk,Charged Off / Written Off,1,125282.68
LN-11072,CUST-0022,PRD-PERS,BR-110,20230929,2023-09-29,2027-09-29,3600.0,0.15,48,100.19,Home Renovation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11073,CUST-0376,PRD-MORT,BR-102,20240328,2024-03-28,2044-03-28,478300.0,0.0675,240,3636.82,Primary Residence Purchase,678182.69,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-11074,CUST-0625,PRD-AUTO,BR-108,20250627,2025-06-27,2030-06-27,27400.0,0.083,60,559.52,New EV Purchase,33724.66,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11075,CUST-0963,PRD-AUTO,BR-104,20230421,2023-04-21,2027-04-21,35300.0,0.123,48,934.79,Certified Pre-Owned Luxury Car,52467.29,DDD - High Default Probability,Under Restructuring,1,0.0
LN-11076,CUST-0078,PRD-MORT,BR-102,20231231,2023-12-31,2043-12-31,653600.0,0.1075,240,6635.54,Primary Residence Purchase,1001463.21,DDD - High Default Probability,Current / Performing,0,0.0
LN-11077,CUST-0718,PRD-PERS,BR-112,20230617,2023-06-17,2027-06-17,13600.0,0.13,48,364.85,Debt Consolidation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11078,CUST-0114,PRD-EDU,BR-108,20230220,2023-02-20,2027-02-20,60500.0,0.064,48,1431.97,MBA Program Tuition,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11079,CUST-0208,PRD-AUTO,BR-107,20230114,2023-01-14,2029-01-13,39100.0,0.103,72,730.29,Certified Pre-Owned Luxury Car,57279.79,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11080,CUST-0849,PRD-EQUIP,BR-106,20240706,2024-07-06,2029-07-06,34500.0,0.134,60,792.06,Industrial CNC Machine,44969.17,DDD - High Default Probability,Current / Performing,0,0.0
LN-11081,CUST-0112,PRD-SME,BR-109,20250214,2025-02-14,2032-02-14,200000.0,0.12,84,3530.55,Technology & IT Modernization,284387.58,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11082,CUST-0254,PRD-EQUIP,BR-106,20230531,2023-05-31,2028-05-30,116300.0,0.134,60,2670.06,Warehouse Forklift Fleet,148792.49,DDD - High Default Probability,Current / Performing,0,0.0
LN-11083,CUST-0954,PRD-PERS,BR-112,20250814,2025-08-14,2026-08-14,24200.0,0.12,12,2150.14,Wedding & Family,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-11084,CUST-0027,PRD-AUTO,BR-105,20250223,2025-02-23,2028-02-23,21100.0,0.073,36,654.4,Certified Pre-Owned Luxury Car,29131.5,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11085,CUST-0051,PRD-AUTO,BR-106,20231006,2023-10-06,2029-10-05,49500.0,0.073,72,851.07,Fleet Commercial Van,60669.17,AAA - Low Risk,Delinquent (31-60 DPD),0,0.0
LN-11086,CUST-0982,PRD-MORT,BR-105,20230804,2023-08-04,2043-08-04,477400.0,0.0575,240,3351.75,Investment Property Buy,715053.89,AAA - Low Risk,Current / Performing,0,0.0
LN-11087,CUST-0887,PRD-MORT,BR-111,20240224,2024-02-24,2044-02-24,460800.0,0.0675,240,3503.76,Investment Property Buy,702839.28,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11088,CUST-0485,PRD-AUTO,BR-102,20250113,2025-01-13,2031-01-13,21000.0,0.073,72,361.06,New EV Purchase,31056.28,AAA - Low Risk,Current / Performing,0,0.0
LN-11089,CUST-0382,PRD-SME,BR-108,20260522,2026-05-22,2033-05-21,350700.0,0.09,84,5642.44,Inventory Stocking Q4,458645.66,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11090,CUST-0600,PRD-EDU,BR-110,20240123,2024-01-23,2028-01-23,35900.0,0.064,48,849.71,Medical Residency Program,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11091,CUST-0183,PRD-SME,BR-101,20231218,2023-12-18,2025-12-17,104300.0,0.12,24,4909.76,Technology & IT Modernization,156345.53,DDD - High Default Probability,Fully Paid,0,0.0
LN-11092,CUST-0141,PRD-EDU,BR-109,20240328,2024-03-28,2028-03-28,40800.0,0.094,48,1023.08,MBA Program Tuition,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-11093,CUST-0507,PRD-EQUIP,BR-106,20250915,2025-09-15,2027-09-15,96100.0,0.094,24,4407.96,Industrial CNC Machine,113722.23,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11094,CUST-0634,PRD-PERS,BR-111,20251121,2025-11-21,2026-11-21,26500.0,0.12,12,2354.49,Home Renovation,0.0,AAA - Low Risk,Fully Paid,0,0.0
LN-11095,CUST-0826,PRD-EDU,BR-102,20260104,2026-01-04,2033-01-03,32700.0,0.064,84,484.0,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11096,CUST-0198,PRD-PERS,BR-112,20240724,2024-07-24,2027-07-24,6700.0,0.12,36,222.54,Debt Consolidation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11097,CUST-0977,PRD-PERS,BR-101,20240306,2024-03-06,2028-03-06,12800.0,0.13,48,343.39,Debt Consolidation,0.0,CCC - Elevated Risk,Charged Off / Written Off,1,9247.84
LN-11098,CUST-0166,PRD-SME,BR-102,20240119,2024-01-19,2029-01-18,382900.0,0.12,60,8517.4,Technology & IT Modernization,596889.86,DDD - High Default Probability,Delinquent (61-90 DPD),1,0.0
LN-11099,CUST-0086,PRD-SME,BR-106,20240519,2024-05-19,2029-05-19,141600.0,0.09,60,2939.38,New Branch Expansion,187246.35,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-11100,CUST-0592,PRD-PERS,BR-107,20230810,2023-08-10,2027-08-10,9100.0,0.17,48,262.58,Home Renovation,0.0,DDD - High Default Probability,Under Restructuring,1,0.0
LN-11101,CUST-0681,PRD-MORT,BR-111,20251218,2025-12-18,2045-12-18,375400.0,0.0675,240,2854.41,Primary Residence Purchase,468592.81,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11102,CUST-0383,PRD-EQUIP,BR-109,20250827,2025-08-27,2030-08-27,51400.0,0.084,60,1052.07,Industrial CNC Machine,75390.97,AAA - Low Risk,Current / Performing,0,0.0
LN-11103,CUST-0008,PRD-MORT,BR-109,20240319,2024-03-19,2054-03-19,825000.0,0.0675,360,5350.93,Investment Property Buy,1209839.86,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11104,CUST-0924,PRD-EDU,BR-111,20240911,2024-09-11,2029-09-11,40500.0,0.064,60,790.53,Medical Residency Program,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11105,CUST-0975,PRD-MORT,BR-109,20250502,2025-05-02,2045-05-02,821800.0,0.0575,240,5769.72,Investment Property Buy,1181476.35,AAA - Low Risk,Delinquent (31-60 DPD),0,0.0
LN-11106,CUST-0547,PRD-AUTO,BR-109,20240427,2024-04-27,2029-04-27,24200.0,0.073,60,482.62,Certified Pre-Owned Luxury Car,38002.2,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11107,CUST-0776,PRD-PERS,BR-103,20231122,2023-11-22,2027-11-22,20200.0,0.15,48,562.18,Wedding & Family,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11108,CUST-0437,PRD-EQUIP,BR-103,20250320,2025-03-20,2030-03-20,71900.0,0.114,60,1577.66,Medical Imaging Scanner,105359.38,DDD - High Default Probability,Current / Performing,0,0.0
LN-11109,CUST-0020,PRD-EQUIP,BR-101,20260510,2026-05-10,2031-05-10,174800.0,0.084,60,3577.87,Industrial CNC Machine,223332.48,AAA - Low Risk,Delinquent (61-90 DPD),1,0.0
LN-11110,CUST-0445,PRD-EQUIP,BR-103,20240424,2024-04-24,2029-04-24,74500.0,0.084,60,1524.89,Industrial CNC Machine,93034.76,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11111,CUST-0756,PRD-MORT,BR-104,20240715,2024-07-15,2044-07-15,623000.0,0.0875,240,5505.52,Primary Residence Purchase,815212.2,DDD - High Default Probability,Current / Performing,0,0.0
LN-11112,CUST-0725,PRD-SME,BR-104,20230427,2023-04-27,2030-04-26,52700.0,0.12,84,930.3,New Branch Expansion,83926.46,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11113,CUST-0517,PRD-SME,BR-102,20250429,2025-04-29,2028-04-28,357500.0,0.09,36,11368.4,Inventory Stocking Q4,499096.93,BBB - Moderate Risk,Charged Off / Written Off,1,289710.4
LN-11114,CUST-0345,PRD-MORT,BR-101,20240206,2024-02-06,2044-02-06,660200.0,0.0675,240,5019.92,Investment Property Buy,856499.1,CCC - Elevated Risk,Charged Off / Written Off,1,292680.09
LN-11115,CUST-0317,PRD-PERS,BR-103,20230808,2023-08-08,2027-08-08,34300.0,0.12,48,903.25,Wedding & Family,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11116,CUST-0864,PRD-EDU,BR-101,20250812,2025-08-12,2029-08-12,79500.0,0.074,48,1918.51,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11117,CUST-0882,PRD-PERS,BR-107,20250626,2025-06-26,2029-06-26,31100.0,0.17,48,897.39,Debt Consolidation,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-11118,CUST-0314,PRD-EDU,BR-102,20240226,2024-02-26,2028-02-26,79300.0,0.074,48,1913.69,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-11119,CUST-0821,PRD-MORT,BR-107,20240513,2024-05-13,2044-05-13,393600.0,0.0875,240,3478.29,Refinance Existing Mortgage,579327.44,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-11120,CUST-0457,PRD-EQUIP,BR-106,20240128,2024-01-28,2027-01-27,142700.0,0.084,36,4498.08,Warehouse Forklift Fleet,200570.9,AAA - Low Risk,Current / Performing,0,0.0
LN-11121,CUST-0068,PRD-MORT,BR-108,20230212,2023-02-12,2043-02-12,748200.0,0.0575,240,5252.99,Primary Residence Purchase,882528.91,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11122,CUST-0434,PRD-EQUIP,BR-107,20250808,2025-08-08,2028-08-07,126800.0,0.094,36,4055.85,Warehouse Forklift Fleet,167375.72,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11123,CUST-0223,PRD-EDU,BR-103,20250910,2025-09-10,2035-09-10,55900.0,0.074,120,660.63,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11124,CUST-0758,PRD-EDU,BR-102,20250419,2025-04-19,2035-04-19,66600.0,0.064,120,752.85,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11125,CUST-0110,PRD-PERS,BR-105,20250919,2025-09-19,2029-09-19,19300.0,0.12,48,508.24,Home Renovation,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11126,CUST-0324,PRD-PERS,BR-109,20230305,2023-03-05,2027-03-05,10300.0,0.12,48,271.24,Emergency Medical Exp,0.0,AAA - Low Risk,Delinquent (31-60 DPD),0,0.0
LN-11127,CUST-0737,PRD-PERS,BR-108,20240324,2024-03-24,2028-03-24,11500.0,0.13,48,308.52,Debt Consolidation,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-11128,CUST-0999,PRD-MORT,BR-102,20230306,2023-03-06,2043-03-06,496100.0,0.0875,240,4384.09,Primary Residence Purchase,722128.79,CCC - Elevated Risk,Charged Off / Written Off,1,203276.41
LN-11129,CUST-0551,PRD-EQUIP,BR-106,20230201,2023-02-01,2028-02-01,39700.0,0.084,60,812.59,Industrial CNC Machine,62672.56,AAA - Low Risk,Current / Performing,0,0.0
LN-11130,CUST-0118,PRD-MORT,BR-110,20230829,2023-08-29,2053-08-28,501100.0,0.0675,360,3250.13,Primary Residence Purchase,628338.67,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11131,CUST-0674,PRD-PERS,BR-105,20260515,2026-05-15,2027-05-15,27200.0,0.13,12,2429.43,Debt Consolidation,0.0,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-11132,CUST-0479,PRD-MORT,BR-112,20240801,2024-08-01,2054-08-01,278800.0,0.1075,360,2602.55,Investment Property Buy,344664.32,DDD - High Default Probability,Charged Off / Written Off,1,207848.67
LN-11133,CUST-0920,PRD-SME,BR-111,20230427,2023-04-27,2025-04-26,148300.0,0.1,24,6843.29,Inventory Stocking Q4,230841.97,CCC - Elevated Risk,Fully Paid,0,0.0
LN-11134,CUST-0665,PRD-EQUIP,BR-107,20231114,2023-11-14,2027-11-14,44100.0,0.084,48,1084.91,Warehouse Forklift Fleet,55831.72,AAA - Low Risk,Current / Performing,0,0.0
LN-11135,CUST-0078,PRD-EQUIP,BR-102,20240925,2024-09-25,2029-09-25,50400.0,0.134,60,1157.1,Warehouse Forklift Fleet,75745.11,DDD - High Default Probability,Delinquent (61-90 DPD),1,0.0
LN-11136,CUST-0733,PRD-EDU,BR-101,20240929,2024-09-29,2029-09-29,61400.0,0.074,60,1227.41,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11137,CUST-0872,PRD-EDU,BR-103,20260403,2026-04-03,2031-04-03,77700.0,0.094,60,1628.05,Master of Science in Data Analytics,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-11138,CUST-0029,PRD-SME,BR-104,20241009,2024-10-09,2026-10-09,399100.0,0.09,24,18232.78,Working Capital Expansion,564191.38,CCC - Elevated Risk,Fully Paid,0,0.0
LN-11139,CUST-0798,PRD-PERS,BR-104,20260304,2026-03-04,2030-03-04,11500.0,0.13,48,308.52,Home Renovation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11140,CUST-0822,PRD-AUTO,BR-107,20251014,2025-10-14,2031-10-14,44700.0,0.083,72,790.3,Fleet Commercial Van,58478.16,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11141,CUST-0095,PRD-SME,BR-104,20230504,2023-05-04,2027-05-04,106500.0,0.09,48,2650.26,Technology & IT Modernization,144939.11,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11142,CUST-0710,PRD-EDU,BR-107,20240831,2024-08-31,2028-08-31,57200.0,0.064,48,1353.86,Medical Residency Program,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11143,CUST-0949,PRD-PERS,BR-104,20260523,2026-05-23,2030-05-23,25800.0,0.12,48,679.41,Emergency Medical Exp,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11144,CUST-0542,PRD-AUTO,BR-104,20230929,2023-09-29,2026-09-28,61600.0,0.083,36,1938.86,Certified Pre-Owned Luxury Car,95849.95,BBB - Moderate Risk,Fully Paid,0,0.0
LN-11145,CUST-0946,PRD-SME,BR-111,20241119,2024-11-19,2031-11-19,89700.0,0.09,84,1443.19,Inventory Stocking Q4,125453.9,AAA - Low Risk,Current / Performing,0,0.0
LN-11146,CUST-0366,PRD-AUTO,BR-110,20251213,2025-12-13,2028-12-12,37100.0,0.073,36,1150.64,Certified Pre-Owned Luxury Car,50851.7,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11147,CUST-0789,PRD-EQUIP,BR-101,20260330,2026-03-30,2029-03-29,37400.0,0.084,36,1178.89,Warehouse Forklift Fleet,45024.44,CCC - Elevated Risk,Charged Off / Written Off,1,14983.82
LN-11148,CUST-0395,PRD-EDU,BR-103,20250222,2025-02-22,2032-02-22,25200.0,0.074,84,385.28,MBA Program Tuition,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-11149,CUST-0215,PRD-AUTO,BR-107,20250814,2025-08-14,2031-08-14,57500.0,0.103,72,1073.96,New EV Purchase,68853.53,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11150,CUST-0917,PRD-EQUIP,BR-102,20230224,2023-02-24,2028-02-24,48200.0,0.114,60,1057.63,Medical Imaging Scanner,70963.98,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-11151,CUST-0125,PRD-EDU,BR-108,20260411,2026-04-11,2031-04-11,34300.0,0.064,60,669.51,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11152,CUST-0370,PRD-SME,BR-108,20230302,2023-03-02,2027-03-02,116900.0,0.1,48,2964.89,Working Capital Expansion,177521.2,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11153,CUST-0641,PRD-EDU,BR-107,20250516,2025-05-16,2035-05-16,55500.0,0.094,120,715.12,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11154,CUST-0423,PRD-EDU,BR-111,20240819,2024-08-19,2034-08-19,19000.0,0.074,120,224.54,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-11155,CUST-0706,PRD-PERS,BR-109,20250401,2025-04-01,2028-03-31,6400.0,0.12,36,212.57,Wedding & Family,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-11156,CUST-0916,PRD-EQUIP,BR-103,20260220,2026-02-20,2031-02-20,112400.0,0.084,60,2300.64,Medical Imaging Scanner,171441.31,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-11157,CUST-0517,PRD-SME,BR-102,20240428,2024-04-28,2031-04-28,265200.0,0.09,84,4266.82,Technology & IT Modernization,330832.19,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11158,CUST-0015,PRD-PERS,BR-111,20250620,2025-06-20,2026-06-20,12400.0,0.15,12,1119.2,Wedding & Family,0.0,DDD - High Default Probability,Fully Paid,0,0.0
LN-11159,CUST-0793,PRD-AUTO,BR-103,20231122,2023-11-22,2029-11-21,62600.0,0.083,72,1106.77,Certified Pre-Owned Luxury Car,93858.78,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11160,CUST-0240,PRD-AUTO,BR-102,20240916,2024-09-16,2027-09-16,32000.0,0.073,36,992.46,Certified Pre-Owned Luxury Car,42281.47,AAA - Low Risk,Under Restructuring,1,0.0
LN-11161,CUST-0075,PRD-AUTO,BR-106,20250410,2025-04-10,2031-04-10,47700.0,0.073,72,820.13,New EV Purchase,67483.01,AAA - Low Risk,Current / Performing,0,0.0
LN-11162,CUST-0962,PRD-SME,BR-107,20230723,2023-07-23,2028-07-22,364900.0,0.09,60,7574.72,Inventory Stocking Q4,562801.98,CCC - Elevated Risk,In Default (90+ DPD),1,0.0
LN-11163,CUST-0449,PRD-MORT,BR-111,20250220,2025-02-20,2045-02-20,527400.0,0.0675,240,4010.16,Investment Property Buy,715309.58,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11164,CUST-0512,PRD-PERS,BR-104,20230518,2023-05-18,2027-05-18,8500.0,0.13,48,228.03,Emergency Medical Exp,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11165,CUST-0891,PRD-EDU,BR-110,20251209,2025-12-09,2029-12-09,18600.0,0.094,48,466.4,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11166,CUST-0073,PRD-PERS,BR-107,20240628,2024-06-28,2026-06-28,26500.0,0.13,24,1259.86,Wedding & Family,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-11167,CUST-0943,PRD-EQUIP,BR-110,20250710,2025-07-10,2030-07-10,169500.0,0.094,60,3551.54,Warehouse Forklift Fleet,249810.71,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11168,CUST-0073,PRD-SME,BR-107,20250114,2025-01-14,2027-01-14,165000.0,0.1,24,7613.91,New Branch Expansion,229044.57,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11169,CUST-0479,PRD-EQUIP,BR-112,20240420,2024-04-20,2029-04-20,91900.0,0.134,60,2109.87,Medical Imaging Scanner,117083.65,DDD - High Default Probability,Charged Off / Written Off,1,42536.99
LN-11170,CUST-0558,PRD-EQUIP,BR-111,20240124,2024-01-24,2028-01-24,62500.0,0.084,48,1537.57,Industrial CNC Machine,97098.56,BBB - Moderate Risk,Current / Performing,0,0.0
LN-11171,CUST-0352,PRD-MORT,BR-111,20240720,2024-07-20,2044-07-20,467800.0,0.0675,240,3556.98,Refinance Existing Mortgage,735092.12,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11172,CUST-0936,PRD-EDU,BR-102,20250603,2025-06-03,2029-06-03,56000.0,0.074,48,1351.41,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-11173,CUST-0615,PRD-EDU,BR-110,20260409,2026-04-09,2030-04-09,64200.0,0.064,48,1519.54,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
